,wonum,parent,priority,site,bdpocdiscipline,estdur,targstartdate,targcompdate,r_estdur
752,H13828407,,1,HT,E&I,90.0,01/03/0002,30/04/0002,9
753,H13828413,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
754,H13828419,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
755,H13828425,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
756,H13828431,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
757,H13828437,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
758,H13828443,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
759,H13828449,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
760,H13828455,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
761,H13828461,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
762,H13828467,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
763,H13828473,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
764,H13828479,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
765,H13828485,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
766,H13828491,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
767,H13828497,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
768,H13828503,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
769,H13828509,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
770,H13828515,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
771,H13828521,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
772,H13828527,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
773,H13828533,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
774,H13828539,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
775,H13828545,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
776,H13828551,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
777,H13828557,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
778,H13828563,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
779,H13828569,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
780,H13828575,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
781,H13828581,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
782,H13828587,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
783,H13828593,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
784,H13828599,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
785,H13828605,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
786,H13828611,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
787,H13828617,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
788,H13828623,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
789,H13828629,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
790,H13828635,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
791,H13828641,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
792,H13828647,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
793,H13828653,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
794,H13828659,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
795,H13828665,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
796,H13828671,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
797,H13828677,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
798,H13828683,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
799,H13828689,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
800,H13828695,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
801,H13828701,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
802,H13828707,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
803,H13828713,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
804,H13828719,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
805,H13828725,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
806,H13828731,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
807,H13828737,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
808,H13828743,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
809,H13828749,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
810,H13828755,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
811,H13828761,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
812,H13828767,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
813,H13828773,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
814,H13828779,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
815,H13828785,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
816,H13828791,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
817,H13828797,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
818,H13828803,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
819,H13828809,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
820,H13828815,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
821,H13828821,H13828407,1,HT,E&I,1.30434782608696,01/03/0002,30/04/0002,1
822,H13828827,,1,HT,E&I,135.0,01/03/0002,30/04/0002,14
823,H13828833,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
824,H13828839,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
825,H13828845,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
826,H13828851,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
827,H13828857,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
828,H13828863,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
829,H13828869,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
830,H13828875,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
831,H13828881,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
832,H13828887,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
833,H13828893,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
834,H13828899,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
835,H13828905,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
836,H13828911,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
837,H13828917,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
838,H13828923,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
839,H13828929,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
840,H13828935,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
841,H13828941,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
842,H13828947,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
843,H13828953,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
844,H13828959,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
845,H13828965,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
846,H13828971,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
847,H13828977,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
848,H13828983,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
849,H13828989,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
850,H13828995,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
851,H13829001,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
852,H13829007,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
853,H13829013,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
854,H13829019,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
855,H13829025,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
856,H13829031,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
857,H13829037,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
858,H13829043,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
859,H13829049,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
860,H13829055,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
861,H13829061,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
862,H13829067,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
863,H13829073,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
864,H13829079,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
865,H13829085,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
866,H13829091,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
867,H13829097,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
868,H13829103,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
869,H13829109,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
870,H13829115,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
871,H13829121,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
872,H13829127,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
873,H13829133,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
874,H13829139,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
875,H13829145,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
876,H13829151,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
877,H13829157,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
878,H13829163,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
879,H13829169,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
880,H13829175,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
881,H13829181,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
882,H13829187,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
883,H13829193,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
884,H13829199,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
885,H13829205,H13828827,1,HT,E&I,2.14285714285714,01/03/0002,30/04/0002,1
886,H13829211,,1,HT,E&I,160.0,01/03/0002,30/04/0002,16
887,H13829218,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
888,H13829225,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
889,H13829232,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
890,H13829239,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
891,H13829246,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
892,H13829253,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
893,H13829260,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
894,H13829267,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
895,H13829274,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
896,H13829281,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
897,H13829288,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
898,H13829295,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
899,H13829302,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
900,H13829309,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
901,H13829316,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
902,H13829323,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
903,H13829330,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
904,H13829337,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
905,H13829344,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
906,H13829351,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
907,H13829358,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
908,H13829365,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
909,H13829372,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
910,H13829379,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
911,H13829386,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
912,H13829393,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
913,H13829400,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
914,H13829407,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
915,H13829414,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
916,H13829421,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
917,H13829428,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
918,H13829435,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
919,H13829442,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
920,H13829449,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
921,H13829456,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
922,H13829463,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
923,H13829470,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
924,H13829477,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
925,H13829484,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
926,H13829491,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
927,H13829498,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
928,H13829505,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
929,H13829512,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
930,H13829519,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
931,H13829526,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
932,H13829533,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
933,H13829540,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
934,H13829547,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
935,H13829554,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
936,H13829561,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
937,H13829568,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
938,H13829575,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
939,H13829582,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
940,H13829589,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
941,H13829596,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
942,H13829603,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
943,H13829610,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
944,H13829617,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
945,H13829624,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
946,H13829631,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
947,H13829638,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
948,H13829645,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
949,H13829652,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
950,H13829659,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
951,H13829666,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
952,H13829673,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
953,H13829680,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
954,H13829687,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
955,H13829694,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
956,H13829701,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
957,H13829708,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
958,H13829715,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
959,H13829722,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
960,H13829729,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
961,H13829736,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
962,H13829743,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
963,H13829750,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
964,H13829757,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
965,H13829764,H13829211,1,HT,E&I,2.0253164556962,01/03/0002,30/04/0002,1
966,H13829771,,1,HT,E&I,36.0,01/03/0002,30/04/0002,4
967,H13829775,H13829771,1,HT,E&I,3.0,01/03/0002,30/04/0002,1
968,H13829779,H13829771,1,HT,E&I,3.0,01/03/0002,30/04/0002,1
969,H13829783,H13829771,1,HT,E&I,3.0,01/03/0002,30/04/0002,1
970,H13829787,H13829771,1,HT,E&I,3.0,01/03/0002,30/04/0002,1
971,H13829791,H13829771,1,HT,E&I,3.0,01/03/0002,30/04/0002,1
972,H13829795,H13829771,1,HT,E&I,3.0,01/03/0002,30/04/0002,1
973,H13829799,H13829771,1,HT,E&I,3.0,01/03/0002,30/04/0002,1
974,H13829803,H13829771,1,HT,E&I,3.0,01/03/0002,30/04/0002,1
975,H13829807,H13829771,1,HT,E&I,3.0,01/03/0002,30/04/0002,1
976,H13829811,H13829771,1,HT,E&I,3.0,01/03/0002,30/04/0002,1
977,H13829815,H13829771,1,HT,E&I,3.0,01/03/0002,30/04/0002,1
978,H13829819,H13829771,1,HT,E&I,3.0,01/03/0002,30/04/0002,1
979,H13829823,,1,HT,E&I,18.0,01/03/0002,30/04/0002,2
980,H13829828,H13829823,1,HT,E&I,1.5,01/03/0002,30/04/0002,1
981,H13829833,H13829823,1,HT,E&I,1.5,01/03/0002,30/04/0002,1
982,H13829838,H13829823,1,HT,E&I,1.5,01/03/0002,30/04/0002,1
983,H13829843,H13829823,1,HT,E&I,1.5,01/03/0002,30/04/0002,1
984,H13829848,H13829823,1,HT,E&I,1.5,01/03/0002,30/04/0002,1
985,H13829853,H13829823,1,HT,E&I,1.5,01/03/0002,30/04/0002,1
986,H13829858,H13829823,1,HT,E&I,1.5,01/03/0002,30/04/0002,1
987,H13829863,H13829823,1,HT,E&I,1.5,01/03/0002,30/04/0002,1
988,H13829868,H13829823,1,HT,E&I,1.5,01/03/0002,30/04/0002,1
989,H13829873,H13829823,1,HT,E&I,1.5,01/03/0002,30/04/0002,1
990,H13829878,H13829823,1,HT,E&I,1.5,01/03/0002,30/04/0002,1
991,H13829883,H13829823,1,HT,E&I,1.5,01/03/0002,30/04/0002,1
992,H13829888,,1,HT,DECK,60.0,01/03/0002,30/04/0002,6
993,H13829890,,1,HT,DECK,8.0,01/03/0002,30/04/0002,1
994,H13829892,H13829890,1,HT,DECK,2.66666666666667,01/03/0002,30/04/0002,1
995,H13829894,H13829890,1,HT,DECK,2.66666666666667,01/03/0002,30/04/0002,1
996,H13829896,H13829890,1,HT,DECK,2.66666666666667,01/03/0002,30/04/0002,1
997,H13829898,,1,MT,DECK,6.0,01/03/0002,30/04/0002,1
998,H13829900,H13829898,1,MT,DECK,2.0,01/03/0002,30/04/0002,1
999,H13829902,H13829898,1,MT,DECK,2.0,01/03/0002,30/04/0002,1
1000,H13829904,H13829898,1,MT,DECK,2.0,01/03/0002,30/04/0002,1
1001,H13829906,,1,HT,DECK,30.0,01/03/0002,30/04/0002,3
1002,H13829908,,1,MT,E&I,30.0,01/03/0002,30/04/0002,3
1003,H13829914,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1004,H13829920,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1005,H13829926,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1006,H13829932,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1007,H13829938,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1008,H13829944,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1009,H13829950,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1010,H13829956,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1011,H13829962,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1012,H13829968,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1013,H13829974,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1014,H13829980,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1015,H13829986,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1016,H13829992,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1017,H13829998,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1018,H13830004,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1019,H13830010,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1020,H13830016,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1021,H13830022,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1022,H13830028,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1023,H13830034,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1024,H13830040,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1025,H13830046,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1026,H13830052,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1027,H13830058,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1028,H13830064,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1029,H13830070,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1030,H13830076,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1031,H13830082,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1032,H13830088,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1033,H13830094,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1034,H13830100,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1035,H13830106,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1036,H13830112,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1037,H13830118,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1038,H13830124,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1039,H13830130,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1040,H13830136,H13829908,1,MT,E&I,0.789473684210526,01/03/0002,30/04/0002,1
1041,H13830243,,1,MT,DECK,40.0,01/03/0002,30/04/0002,4
1042,H13830245,,1,HT,DECK,60.0,01/03/0002,30/04/0002,6
1043,H13830247,,1,MT,E&I,12.0,01/03/0002,30/04/0002,2
1044,H13830249,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1045,H13830251,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1046,H13830253,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1047,H13830255,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1048,H13830257,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1049,H13830259,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1050,H13830261,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1051,H13830263,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1052,H13830265,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1053,H13830267,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1054,H13830269,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1055,H13830271,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1056,H13830273,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1057,H13830275,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1058,H13830277,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1059,H13830279,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1060,H13830281,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1061,H13830283,H13830247,1,MT,E&I,0.666666666666667,01/03/0002,30/04/0002,1
1062,H13830285,,1,MT,E&I,20.0,01/03/0002,30/04/0002,2
1063,H13830287,H13830285,1,MT,E&I,2.85714285714286,01/03/0002,30/04/0002,1
1064,H13830289,H13830285,1,MT,E&I,2.85714285714286,01/03/0002,30/04/0002,1
