,wonum,parent,priority,site,bdpocdiscipline,estdur,targstartdate,targcompdate,r_estdur
1389,H13832012,,1,HT,E&I,32.0,15/03/0002,30/04/0002,4
1390,H13832014,H13832012,1,HT,E&I,16.0,15/03/0002,30/04/0002,2
1391,H13832016,H13832012,1,HT,E&I,16.0,15/03/0002,30/04/0002,2
1392,H13832018,,1,HT,PROD,1.0,16/03/0002,30/04/0002,1
1393,H13832022,,1,HT,PROD,2.0,16/03/0002,30/04/0002,1
1394,H13832033,,1,HT,E&I,50.0,18/03/0002,30/04/0002,5
1395,H13832035,H13832033,1,HT,E&I,10.0,18/03/0002,30/04/0002,1
1396,H13832037,H13832033,1,HT,E&I,10.0,18/03/0002,30/04/0002,1
1397,H13832039,H13832033,1,HT,E&I,10.0,18/03/0002,30/04/0002,1
1398,H13832041,H13832033,1,HT,E&I,10.0,18/03/0002,30/04/0002,1
1399,H13832043,H13832033,1,HT,E&I,10.0,18/03/0002,30/04/0002,1
1400,H13832051,,1,MT,PROD,4.0,21/03/0002,30/04/0002,1
1401,H13832055,,1,HT,PROD,4.0,21/03/0002,30/04/0002,1
1402,P13419616,,2,HT,E&I,20.0,01/03/0002,30/04/0002,2
1403,P13427720,,1,HT,E&I,20.0,01/03/0002,30/04/0002,2
1404,P13427722,P13427720,1,HT,E&I,10.0,01/03/0002,30/04/0002,1
1405,P13427723,P13427720,1,HT,E&I,10.0,01/03/0002,30/04/0002,1
1406,P13429005,,2,HT,MECH,20.0,01/03/0002,30/04/0002,2
1407,P13429131,,2,HT,MECH,180.0,01/03/0002,30/04/0002,18
1408,P13429158,,1,HT,MECH,40.0,01/03/0002,30/04/0002,4
1409,P13437027,,1,HT,E&I,10.0,01/03/0002,30/04/0002,1
1410,P13437327,,3,MT,E&I,24.0,01/03/0002,30/04/0002,3
1411,P13437961,,1,MT,MECH,20.0,01/03/0002,30/04/0002,2
1412,P13438072,,1,HT,MECH,40.0,01/03/0002,30/04/0002,4
1413,P13438099,,3,MT,MECH,20.0,01/03/0002,30/04/0002,2
1414,P13438403,,2,MT,MECH,60.0,01/03/0002,12/04/0002,6
1415,P13438415,,1,HT,MECH,1.0,01/03/0002,30/04/0002,1
1416,P13438645,,2,HT,MECH,4.0,01/03/0002,30/04/0002,1
1417,P13438783,,2,HT,MECH,5.0,01/03/0002,30/04/0002,1
1418,H13832079,,1,HT,MECH,10.0,01/04/0002,30/05/0002,1
1419,H13832081,,1,HT,MECH,20.0,01/04/0002,30/05/0002,2
1420,H13832083,,1,HT,PROD,1.0,01/04/0002,30/05/0002,1
1421,H13832085,,1,HT,E&I,20.0,01/04/0002,30/05/0002,2
1422,H13832087,H13832085,1,HT,E&I,1.81818181818182,01/04/0002,30/05/0002,1
1423,H13832089,H13832085,1,HT,E&I,1.81818181818182,01/04/0002,30/05/0002,1
1424,H13832091,H13832085,1,HT,E&I,1.81818181818182,01/04/0002,30/05/0002,1
1425,H13832093,H13832085,1,HT,E&I,1.81818181818182,01/04/0002,30/05/0002,1
1426,H13832095,H13832085,1,HT,E&I,1.81818181818182,01/04/0002,30/05/0002,1
1427,H13832097,H13832085,1,HT,E&I,1.81818181818182,01/04/0002,30/05/0002,1
1428,H13832099,H13832085,1,HT,E&I,1.81818181818182,01/04/0002,30/05/0002,1
1429,H13832101,H13832085,1,HT,E&I,1.81818181818182,01/04/0002,30/05/0002,1
1430,H13832103,H13832085,1,HT,E&I,1.81818181818182,01/04/0002,30/05/0002,1
1431,H13832105,H13832085,1,HT,E&I,1.81818181818182,01/04/0002,30/05/0002,1
1432,H13832107,H13832085,1,HT,E&I,1.81818181818182,01/04/0002,30/05/0002,1
1433,H13832109,,1,HT,E&I,8.0,01/04/0002,30/05/0002,1
1434,H13832112,H13832109,1,HT,E&I,2.0,01/04/0002,30/05/0002,1
1435,H13832115,H13832109,1,HT,E&I,2.0,01/04/0002,30/05/0002,1
1436,H13832118,H13832109,1,HT,E&I,2.0,01/04/0002,30/05/0002,1
1437,H13832121,H13832109,1,HT,E&I,2.0,01/04/0002,30/05/0002,1
1438,H13832124,,1,HT,MECH,10.0,01/04/0002,30/05/0002,1
1439,H13832130,,1,HT,E&I,36.0,01/04/0002,30/05/0002,4
1440,H13832132,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1441,H13832134,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1442,H13832136,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1443,H13832138,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1444,H13832140,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1445,H13832142,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1446,H13832144,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1447,H13832146,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1448,H13832148,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1449,H13832150,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1450,H13832152,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1451,H13832154,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1452,H13832156,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1453,H13832158,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1454,H13832160,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1455,H13832162,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1456,H13832164,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1457,H13832166,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1458,H13832168,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1459,H13832170,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1460,H13832172,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1461,H13832174,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1462,H13832176,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1463,H13832178,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1464,H13832180,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1465,H13832182,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1466,H13832184,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1467,H13832186,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1468,H13832188,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1469,H13832190,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1470,H13832192,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1471,H13832194,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1472,H13832196,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1473,H13832198,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1474,H13832200,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1475,H13832202,H13832130,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1476,H13832204,,1,HT,E&I,9.0,01/04/0002,30/05/0002,1
1477,H13832206,H13832204,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1478,H13832208,H13832204,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1479,H13832210,H13832204,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1480,H13832212,H13832204,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1481,H13832214,H13832204,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1482,H13832216,H13832204,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1483,H13832218,H13832204,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1484,H13832220,H13832204,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1485,H13832222,H13832204,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1486,H13832224,,1,HT,E&I,44.0,01/04/0002,30/05/0002,5
1487,H13832226,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1488,H13832228,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1489,H13832230,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1490,H13832232,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1491,H13832234,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1492,H13832236,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1493,H13832238,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1494,H13832240,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1495,H13832242,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1496,H13832244,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1497,H13832246,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1498,H13832248,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1499,H13832250,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1500,H13832252,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1501,H13832254,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1502,H13832256,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1503,H13832258,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1504,H13832260,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1505,H13832262,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1506,H13832264,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1507,H13832266,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1508,H13832268,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1509,H13832270,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1510,H13832272,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1511,H13832274,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1512,H13832276,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1513,H13832278,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1514,H13832280,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1515,H13832282,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1516,H13832284,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1517,H13832286,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1518,H13832288,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1519,H13832290,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1520,H13832292,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1521,H13832294,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1522,H13832296,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1523,H13832298,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1524,H13832300,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1525,H13832302,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1526,H13832304,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1527,H13832306,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1528,H13832308,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1529,H13832310,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1530,H13832312,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1531,H13832314,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1532,H13832316,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1533,H13832318,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1534,H13832320,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1535,H13832322,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1536,H13832324,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1537,H13832326,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1538,H13832328,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1539,H13832330,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1540,H13832332,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1541,H13832334,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1542,H13832336,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1543,H13832338,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1544,H13832340,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1545,H13832342,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1546,H13832344,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1547,H13832346,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1548,H13832348,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1549,H13832350,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1550,H13832352,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1551,H13832354,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1552,H13832356,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1553,H13832358,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1554,H13832360,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1555,H13832362,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1556,H13832364,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1557,H13832366,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1558,H13832368,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1559,H13832370,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1560,H13832372,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1561,H13832374,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1562,H13832376,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1563,H13832378,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1564,H13832380,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1565,H13832382,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1566,H13832384,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1567,H13832386,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1568,H13832388,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1569,H13832390,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1570,H13832392,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1571,H13832394,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1572,H13832396,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1573,H13832398,H13832224,1,HT,E&I,0.505747126436782,01/04/0002,30/05/0002,1
1574,H13832400,,1,HT,E&I,17.0,01/04/0002,30/05/0002,2
1575,H13832402,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1576,H13832404,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1577,H13832406,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1578,H13832408,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1579,H13832410,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1580,H13832412,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1581,H13832414,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1582,H13832416,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1583,H13832418,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1584,H13832420,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1585,H13832422,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1586,H13832424,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1587,H13832426,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1588,H13832428,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1589,H13832430,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1590,H13832432,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1591,H13832434,H13832400,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1592,H13832436,,1,MT,E&I,12.0,01/04/0002,30/05/0002,2
1593,H13832438,H13832436,1,MT,E&I,1.5,01/04/0002,30/05/0002,1
1594,H13832440,H13832436,1,MT,E&I,1.5,01/04/0002,30/05/0002,1
1595,H13832442,H13832436,1,MT,E&I,1.5,01/04/0002,30/05/0002,1
1596,H13832444,H13832436,1,MT,E&I,1.5,01/04/0002,30/05/0002,1
1597,H13832446,H13832436,1,MT,E&I,1.5,01/04/0002,30/05/0002,1
1598,H13832448,H13832436,1,MT,E&I,1.5,01/04/0002,30/05/0002,1
1599,H13832450,H13832436,1,MT,E&I,1.5,01/04/0002,30/05/0002,1
1600,H13832452,H13832436,1,MT,E&I,1.5,01/04/0002,30/05/0002,1
1601,H13832454,,1,HT,E&I,10.0,01/04/0002,30/05/0002,1
1602,H13832459,H13832454,1,HT,E&I,1.11111111111111,01/04/0002,30/05/0002,1
1603,H13832464,H13832454,1,HT,E&I,1.11111111111111,01/04/0002,30/05/0002,1
1604,H13832469,H13832454,1,HT,E&I,1.11111111111111,01/04/0002,30/05/0002,1
1605,H13832474,H13832454,1,HT,E&I,1.11111111111111,01/04/0002,30/05/0002,1
1606,H13832479,H13832454,1,HT,E&I,1.11111111111111,01/04/0002,30/05/0002,1
1607,H13832484,H13832454,1,HT,E&I,1.11111111111111,01/04/0002,30/05/0002,1
1608,H13832489,H13832454,1,HT,E&I,1.11111111111111,01/04/0002,30/05/0002,1
1609,H13832494,H13832454,1,HT,E&I,1.11111111111111,01/04/0002,30/05/0002,1
1610,H13832499,H13832454,1,HT,E&I,1.11111111111111,01/04/0002,30/05/0002,1
1611,H13832506,,1,HT,E&I,3.0,01/04/0002,30/05/0002,1
1612,H13832508,H13832506,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1613,H13832510,H13832506,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1614,H13832512,H13832506,1,HT,E&I,1.0,01/04/0002,30/05/0002,1
1615,H13833907,,1,HT,E&I,20.0,01/04/0002,30/05/0002,2
1616,H13833909,H13833907,1,HT,E&I,10.0,01/04/0002,30/05/0002,1
1617,H13833911,H13833907,1,HT,E&I,10.0,01/04/0002,30/05/0002,1
1618,H13833913,,1,HT,E&I,250.0,01/04/0002,30/05/0002,25
1619,H13833915,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1620,H13833917,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1621,H13833919,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1622,H13833921,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1623,H13833923,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1624,H13833925,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1625,H13833927,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1626,H13833929,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1627,H13833931,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1628,H13833933,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1629,H13833935,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1630,H13833937,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1631,H13833939,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1632,H13833941,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1633,H13833943,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1634,H13833945,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1635,H13833947,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1636,H13833949,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1637,H13833951,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1638,H13833953,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1639,H13833955,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1640,H13833957,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1641,H13833959,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1642,H13833961,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1643,H13833963,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1644,H13833965,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1645,H13833967,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1646,H13833969,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1647,H13833971,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1648,H13833973,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1649,H13833975,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1650,H13833977,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1651,H13833979,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1652,H13833981,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1653,H13833983,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1654,H13833985,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1655,H13833987,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1656,H13833989,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1657,H13833991,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1658,H13833993,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1659,H13833995,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1660,H13833997,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1661,H13833999,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1662,H13834001,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1663,H13834003,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1664,H13834005,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1665,H13834007,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1666,H13834009,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1667,H13834011,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1668,H13834013,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1669,H13834015,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1670,H13834017,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1671,H13834019,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1672,H13834021,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1673,H13834023,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1674,H13834025,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1675,H13834027,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1676,H13834029,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1677,H13834031,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1678,H13834033,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1679,H13834035,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1680,H13834037,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1681,H13834039,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1682,H13834041,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1683,H13834043,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1684,H13834045,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1685,H13834047,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1686,H13834049,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1687,H13834051,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1688,H13834053,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1689,H13834055,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1690,H13834057,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1691,H13834059,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1692,H13834061,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1693,H13834063,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1694,H13834065,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1695,H13834067,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1696,H13834069,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1697,H13834071,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1698,H13834073,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1699,H13834075,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1700,H13834077,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1701,H13834079,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1702,H13834081,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1703,H13834083,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1704,H13834085,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
1705,H13834087,H13833913,1,HT,E&I,1.17924528301887,01/04/0002,30/05/0002,1
